CustomerID,Segment,Recency,Frequency,Monetary,AvgOrderValue,InterPurchaseStd,ProductDiversity,TenureDays,Country
15037,Hibernating,376,2,402.51,201.26,,40,0,United Kingdom
15038,At Risk,59,9,1309.86,145.54,44.6,190,366,United Kingdom
15039,Champions,10,93,40031.43,430.45,4.8,562,719,United Kingdom
15040,Hibernating,542,1,7.49,7.49,,1,0,United Kingdom
15041,Hibernating,170,2,293.6,146.8,,97,274,United Kingdom
15042,Hibernating,199,2,315.45,157.73,,9,396,United Kingdom
15043,At Risk,31,6,2858.8,476.47,165.9,38,501,United Kingdom
15044,Champions,19,32,15949.19,498.41,20.2,343,703,United Kingdom
15045,Hibernating,152,2,735.66,367.83,,11,105,United Kingdom
15046,Champions,9,25,7793.44,311.74,19.9,247,685,United Kingdom
15047,Hibernating,270,1,343.62,343.62,,22,0,United Kingdom
15048,New Customers,65,4,482.75,120.69,39.7,86,303,United Kingdom
15049,Hibernating,274,1,121.17,121.17,,3,0,United Kingdom
15050,Champions,25,5,4193.79,838.76,138.1,116,455,United Kingdom
15051,Champions,23,9,3935.16,437.24,61.4,226,715,United Kingdom
15052,Hibernating,319,1,215.78,215.78,,27,0,United Kingdom
15053,New Customers,5,3,697.79,232.6,13.5,49,277,United Kingdom
15054,New Customers,12,2,302.1,151.05,,105,28,United Kingdom
15055,Hibernating,475,3,560.07,186.69,5.5,77,248,United Kingdom
15056,Hibernating,520,1,133.45,133.45,,6,0,United Kingdom
15057,At Risk,275,5,3255.96,651.19,50.8,62,458,United Kingdom
15058,Champions,25,16,3410.03,213.13,33.8,232,628,United Kingdom
15059,Champions,41,19,3522.77,185.41,25.6,307,692,United Kingdom
15060,New Customers,8,4,301.84,75.46,0.5,80,0,United Kingdom
15061,Champions,4,127,137817.07,1085.17,8.8,130,734,United Kingdom
15062,At Risk,71,8,2585.62,323.2,33.1,98,539,United Kingdom
15063,Hibernating,213,1,370.8,370.8,,5,0,United Kingdom
15064,At Risk,410,4,1154.41,288.6,28.1,74,306,United Kingdom
15065,At Risk,38,5,3326.86,665.37,29.9,156,373,United Kingdom
15066,New Customers,53,1,893.59,893.59,,42,0,United Kingdom
15067,At Risk,78,5,3877.88,775.58,81.3,170,528,United Kingdom
15068,New Customers,46,4,1176.85,294.21,21.2,178,575,United Kingdom
15069,Hibernating,179,1,1109.53,1109.53,,70,0,United Kingdom
15070,At Risk,373,3,843.25,281.08,43.0,26,351,United Kingdom
15071,At Risk,94,4,1455.56,363.89,34.0,41,476,United Kingdom
15072,Hibernating,479,1,187.52,187.52,,13,0,United Kingdom
15073,Champions,10,8,2788.02,348.5,82.4,115,672,United Kingdom
15074,At Risk,105,3,1566.33,522.11,143.0,63,362,United Kingdom
15075,New Customers,78,1,773.03,773.03,,27,0,United Kingdom
15076,At Risk,173,3,1447.74,482.58,145.0,68,349,United Kingdom
15077,At Risk,495,2,2428.08,1214.04,,28,235,United Kingdom
15078,Champions,7,52,17751.88,341.38,13.9,117,728,United Kingdom
15079,At Risk,213,11,3767.35,342.49,42.0,119,519,United Kingdom
15080,Hibernating,428,2,546.25,273.12,,31,74,United Kingdom
15081,Champions,22,12,1965.72,163.81,46.0,75,513,United Kingdom
15082,Hibernating,669,1,93.35,93.35,,6,0,United Kingdom
15083,Hibernating,257,1,88.2,88.2,,5,0,United Kingdom
15084,Hibernating,380,2,965.2,482.6,,31,266,United Kingdom
15085,Hibernating,730,1,347.54,347.54,,9,0,United Kingdom
15086,Hibernating,565,2,218.53,109.26,,10,60,United Kingdom
15087,Hibernating,282,1,306.94,306.94,,15,0,United Kingdom
15088,New Customers,21,2,1160.07,580.04,,53,45,United Kingdom
15089,Champions,10,6,2420.84,403.47,13.7,139,118,United Kingdom
15090,Hibernating,308,1,381.32,381.32,,23,0,United Kingdom
15091,At Risk,68,3,1046.61,348.87,303.5,55,607,United Kingdom
15092,At Risk,215,3,776.46,258.82,55.5,39,247,United Kingdom
15093,Champions,18,23,14326.11,622.87,28.0,104,713,United Kingdom
15094,Hibernating,463,2,83.0,41.5,,4,181,United Kingdom
15095,At Risk,104,10,3141.64,314.16,63.4,90,584,United Kingdom
15096,New Customers,43,1,219.39,219.39,,11,0,United Kingdom
15097,New Customers,4,3,908.35,302.78,289.5,59,578,United Kingdom
15098,At Risk,182,3,39916.5,13305.5,0.0,1,0,United Kingdom
15099,Hibernating,84,1,410.48,410.48,,23,0,United Kingdom
15100,At Risk,334,7,2894.7,413.53,110.7,11,367,United Kingdom
15101,New Customers,9,6,1477.94,246.32,128.3,52,581,United Kingdom
15102,Hibernating,531,2,554.67,277.33,,26,16,United Kingdom
15103,New Customers,31,2,703.36,351.68,,35,55,United Kingdom
15104,At Risk,197,2,1027.44,513.72,,66,85,United Kingdom
15105,Champions,18,9,3094.91,343.88,102.7,129,608,United Kingdom
15106,New Customers,18,5,1422.52,284.5,10.8,90,251,United Kingdom
15107,At Risk,311,9,940.35,104.48,16.4,32,140,United Kingdom
15108,At Risk,142,3,1159.25,386.42,3.0,49,85,European Community
15109,At Risk,246,3,983.1,327.7,89.0,46,489,United Kingdom
15110,New Customers,24,6,1505.85,250.98,55.3,23,461,United Kingdom
15111,At Risk,29,5,2730.87,546.17,108.0,109,563,United Kingdom
15112,Hibernating,611,1,209.4,209.4,,7,0,United Kingdom
15113,New Customers,10,3,3608.94,1202.98,6.5,76,44,United Kingdom
15114,Champions,30,12,3400.12,283.34,19.2,151,390,United Kingdom
15115,New Customers,18,2,531.85,265.92,,35,714,United Kingdom
15116,New Customers,18,4,1352.75,338.19,16.0,37,187,United Kingdom
15117,Champions,15,8,2485.97,310.75,83.7,89,619,United Kingdom
15118,Hibernating,134,1,244.8,244.8,,1,0,United Kingdom
15119,Hibernating,246,1,266.4,266.4,,14,0,United Kingdom
15120,Hibernating,134,1,358.82,358.82,,21,0,United Kingdom
15121,New Customers,50,2,457.72,228.86,,28,238,United Kingdom
15122,At Risk,114,11,4497.47,408.86,37.8,155,505,United Kingdom
15123,Champions,7,5,4656.17,931.23,80.9,149,626,United Kingdom
15124,New Customers,23,4,450.82,112.7,53.3,30,628,United Kingdom
15125,Champions,25,24,17024.87,709.37,42.9,151,593,United Kingdom
15126,Hibernating,537,2,449.49,224.74,,25,150,United Kingdom
15127,New Customers,66,2,711.5,355.75,,27,454,United Kingdom
15128,At Risk,60,5,1783.68,356.74,69.0,87,369,United Kingdom
15129,Champions,50,23,6860.18,298.27,21.1,86,559,United Kingdom
15130,Hibernating,170,1,330.11,330.11,,22,0,United Kingdom
15131,Hibernating,395,1,80.28,80.28,,7,0,United Kingdom
15132,New Customers,18,5,977.93,195.59,21.0,49,244,United Kingdom
15133,At Risk,128,5,1806.9,361.38,38.2,45,392,United Kingdom
15134,Champions,15,10,1596.29,159.63,36.2,47,407,United Kingdom
15135,Hibernating,239,2,305.68,152.84,,17,317,United Kingdom
15136,New Customers,3,4,1286.7,321.68,31.3,61,93,United Kingdom
15137,Hibernating,521,2,823.4,411.7,,34,159,United Kingdom
15138,Hibernating,394,1,502.52,502.52,,31,0,United Kingdom
15139,Hibernating,240,2,178.96,89.48,,13,96,United Kingdom
15140,At Risk,52,8,3243.69,405.46,54.9,103,390,United Kingdom
15141,At Risk,458,7,1388.47,198.35,20.5,44,163,United Kingdom
15142,At Risk,46,6,2619.92,436.65,137.6,115,454,United Kingdom
15143,Hibernating,226,2,563.63,281.82,,27,206,United Kingdom
15144,Champions,8,29,12160.31,419.32,24.1,199,718,United Kingdom
15145,New Customers,4,4,1194.73,298.68,73.0,54,244,United Kingdom
15146,At Risk,165,2,1327.16,663.58,,90,126,United Kingdom
15147,Hibernating,240,1,623.5,623.5,,28,0,United Kingdom
15148,New Customers,11,1,301.29,301.29,,20,0,United Kingdom
15149,At Risk,134,4,1524.61,381.15,194.6,61,515,United Kingdom
15150,Champions,17,13,9001.08,692.39,51.2,495,526,United Kingdom
15151,At Risk,423,2,2085.61,1042.8,,56,86,United Kingdom
15152,Champions,10,14,5263.83,375.99,133.5,214,691,United Kingdom
15153,New Customers,31,1,329.25,329.25,,22,0,United Kingdom
15154,At Risk,75,3,1388.41,462.8,201.5,166,402,United Kingdom
15155,Hibernating,383,1,383.97,383.97,,24,0,United Kingdom
15156,New Customers,1,3,961.49,320.5,13.0,51,32,United Kingdom
15157,New Customers,4,5,2654.11,530.82,26.3,152,725,United Kingdom
15158,New Customers,45,2,606.02,303.01,,11,356,United Kingdom
15159,Champions,2,34,22116.73,650.49,12.5,413,430,United Kingdom
15160,At Risk,357,4,589.27,147.32,3.7,17,63,United Kingdom
15161,Hibernating,388,1,119.92,119.92,,33,0,United Kingdom
15162,Hibernating,731,1,312.9,312.9,,12,0,United Kingdom
15163,New Customers,18,2,304.47,152.24,,29,173,United Kingdom
15164,At Risk,69,9,2068.92,229.88,36.9,243,621,United Kingdom
15165,Hibernating,373,1,975.5,975.5,,27,0,United Kingdom
15166,Hibernating,468,1,167.16,167.16,,12,0,United Kingdom
15167,At Risk,321,5,1659.67,331.93,86.4,262,352,United Kingdom
15168,New Customers,26,1,106.56,106.56,,5,0,United Kingdom
15169,Hibernating,382,2,569.22,284.61,,58,344,United Kingdom
15170,Hibernating,407,1,81.15,81.15,,4,0,United Kingdom
15171,Hibernating,331,1,1289.5,1289.5,,5,0,United Kingdom
15172,New Customers,9,5,1624.05,324.81,9.9,106,227,United Kingdom
15173,At Risk,381,7,1494.6,213.51,35.6,68,236,United Kingdom
15174,Hibernating,323,2,481.46,240.73,,34,87,United Kingdom
15175,Hibernating,72,1,224.14,224.14,,23,0,United Kingdom
15176,Hibernating,668,1,988.04,988.04,,52,0,United Kingdom
15177,Hibernating,426,1,948.93,948.93,,26,0,United Kingdom
15178,Hibernating,260,1,40.5,40.5,,3,0,United Kingdom
15179,Champions,18,13,7491.92,576.3,42.4,225,718,United Kingdom
15180,At Risk,367,3,904.43,301.48,61.0,46,221,United Kingdom
15181,At Risk,66,5,1200.2,240.04,86.1,15,664,United Kingdom
15182,At Risk,154,11,2998.95,272.63,45.6,77,502,United Kingdom
15183,Hibernating,548,3,639.93,213.31,1.5,33,36,United Kingdom
15184,New Customers,29,4,689.95,172.49,75.5,72,694,United Kingdom
15185,Hibernating,70,1,310.62,310.62,,21,0,United Kingdom
15186,New Customers,14,5,1403.2,280.64,80.4,29,682,United Kingdom
15187,Champions,2,15,4762.18,317.48,12.7,60,210,United Kingdom
15188,Hibernating,725,1,310.43,310.43,,23,0,United Kingdom
15189,Champions,1,46,17524.38,380.96,12.6,90,507,United Kingdom
15190,Hibernating,434,1,834.44,834.44,,40,0,United Kingdom
15191,Hibernating,463,3,588.05,196.02,112.5,33,225,United Kingdom
15192,At Risk,120,5,1981.39,396.28,54.7,56,560,United Kingdom
15193,New Customers,61,1,499.32,499.32,,19,0,United Kingdom
15194,Champions,3,28,12427.69,443.85,27.3,274,733,United Kingdom
15195,New Customers,3,1,3861.0,3861.0,,1,0,United Kingdom
15196,Hibernating,433,2,316.25,158.12,,34,293,United Kingdom
15197,New Customers,11,6,1877.51,312.92,103.9,44,717,United Kingdom
15198,At Risk,92,5,571.35,114.27,101.8,28,597,United Kingdom
15199,At Risk,59,10,3122.4,312.24,33.1,17,516,United Kingdom
15200,Hibernating,495,1,549.05,549.05,,30,0,United Kingdom
15201,At Risk,87,7,1842.95,263.28,70.9,44,524,United Kingdom
15203,Champions,26,15,4400.18,293.35,25.6,150,705,United Kingdom
15204,Hibernating,357,1,316.58,316.58,,9,0,United Kingdom
15205,New Customers,85,2,653.24,326.62,,37,42,United Kingdom
15206,New Customers,10,4,420.3,105.08,34.3,3,265,United Kingdom
15207,Hibernating,416,3,683.92,227.97,61.5,19,130,United Kingdom
15208,New Customers,1,6,970.52,161.75,58.8,27,422,United Kingdom
15209,Hibernating,730,1,178.98,178.98,,13,0,United Kingdom
15210,At Risk,225,3,1176.19,392.06,22.0,66,350,United Kingdom
15211,New Customers,60,2,1277.48,638.74,,52,304,United Kingdom
15212,Hibernating,241,2,208.28,104.14,,7,135,United Kingdom
15213,Hibernating,319,2,328.35,164.18,,22,11,United Kingdom
15214,Champions,2,8,1661.44,207.68,34.0,109,241,United Kingdom
15215,At Risk,47,7,2422.43,346.06,100.0,85,566,United Kingdom
15216,New Customers,88,2,486.09,243.04,,24,531,United Kingdom
15217,Hibernating,563,1,426.24,426.24,,28,0,United Kingdom
15218,Champions,11,22,11501.57,522.8,19.2,138,672,United Kingdom
15219,Hibernating,176,2,685.45,342.72,,26,472,United Kingdom
15220,At Risk,52,6,1778.96,296.49,11.5,110,229,United Kingdom
15221,At Risk,366,4,2465.45,616.36,68.4,21,271,United Kingdom
15222,At Risk,319,11,3550.91,322.81,46.3,98,404,United Kingdom
15223,At Risk,226,5,1417.95,283.59,136.0,26,509,United Kingdom
15224,At Risk,358,5,871.36,174.27,60.5,24,334,United Kingdom
15225,Hibernating,234,1,409.4,409.4,,23,0,United Kingdom
15226,Hibernating,311,1,154.41,154.41,,8,0,United Kingdom
15227,Champions,37,9,2488.49,276.5,49.4,86,597,United Kingdom
15228,At Risk,66,6,5580.27,930.04,36.6,184,433,United Kingdom
15229,Hibernating,586,1,160.5,160.5,,9,0,United Kingdom
15230,Hibernating,239,2,429.6,214.8,,23,1,United Kingdom
15231,Hibernating,621,1,250.26,250.26,,14,0,United Kingdom
15232,Hibernating,113,2,612.06,306.03,,26,27,United Kingdom
15233,Hibernating,401,1,59.4,59.4,,1,0,United Kingdom
15234,Hibernating,277,1,197.0,197.0,,14,0,United Kingdom
15235,At Risk,218,16,2937.81,183.61,10.6,161,170,United Kingdom
15236,Hibernating,299,1,321.05,321.05,,15,0,United Kingdom
15237,New Customers,2,4,1412.32,353.08,41.2,94,225,United Kingdom
15238,New Customers,29,3,1071.99,357.33,11.5,49,154,United Kingdom
15239,New Customers,10,2,780.59,390.3,,48,68,United Kingdom
15240,Champions,45,12,4459.98,371.66,37.0,134,689,United Kingdom
15241,At Risk,67,11,3050.16,277.29,50.7,120,587,United Kingdom
15242,Hibernating,422,1,302.04,302.04,,4,0,United Kingdom
15243,New Customers,74,2,927.28,463.64,,56,360,United Kingdom
15244,New Customers,65,3,912.08,304.03,117.5,44,600,United Kingdom
15245,At Risk,134,8,4610.84,576.36,38.0,72,461,United Kingdom
15246,At Risk,238,3,780.4,260.13,38.5,45,317,United Kingdom
15247,At Risk,122,3,976.06,325.35,147.5,13,414,United Kingdom
15248,At Risk,411,3,1893.93,631.31,3.5,103,122,United Kingdom
15249,Champions,32,18,9266.0,514.78,39.7,304,591,United Kingdom
15250,Hibernating,641,1,60.0,60.0,,3,0,United Kingdom
15251,Champions,9,21,20324.54,967.84,37.3,183,670,United Kingdom
15252,At Risk,36,5,2103.41,420.68,72.2,106,575,United Kingdom
15253,Champions,16,8,2055.09,256.89,74.0,102,570,United Kingdom
15254,At Risk,127,3,1088.35,362.78,202.5,64,433,United Kingdom
15255,At Risk,67,9,3729.42,414.38,109.7,137,670,United Kingdom
15256,Hibernating,149,2,170.4,85.2,,6,413,United Kingdom
15257,Hibernating,283,2,685.9,342.95,,11,130,United Kingdom
15258,Hibernating,169,2,623.16,311.58,,32,48,United Kingdom
15259,At Risk,513,4,1182.38,295.59,40.3,50,169,United Kingdom
15260,Champions,100,25,9188.23,367.53,29.6,186,633,United Kingdom
15261,At Risk,135,4,1508.0,377.0,103.8,87,299,United Kingdom
15262,Hibernating,324,3,418.82,139.61,25.5,22,164,United Kingdom
15263,Hibernating,107,1,156.51,156.51,,12,0,United Kingdom
15264,New Customers,64,2,848.4,424.2,,52,466,United Kingdom
15265,At Risk,151,4,3345.64,836.41,124.3,179,586,United Kingdom
15266,At Risk,338,5,852.21,170.44,99.0,38,363,United Kingdom
15267,New Customers,22,5,1717.36,343.47,33.1,8,160,United Kingdom
15268,At Risk,479,3,961.9,320.63,63.5,21,126,United Kingdom
15269,New Customers,24,3,1225.36,408.45,173.5,33,366,United Kingdom
15270,Champions,16,21,8524.86,405.95,49.8,66,706,United Kingdom
15271,Champions,7,24,4709.54,196.23,18.9,369,483,United Kingdom
15272,At Risk,57,6,2085.48,347.58,123.0,257,605,United Kingdom
15273,Hibernating,600,1,228.96,228.96,,1,0,United Kingdom
15274,New Customers,4,2,716.57,358.28,,44,14,United Kingdom
15275,New Customers,38,1,615.14,615.14,,41,0,United Kingdom
15276,New Customers,66,4,649.53,162.38,146.1,160,368,United Kingdom
15277,New Customers,47,2,476.34,238.17,,23,378,United Kingdom
15278,Hibernating,562,4,496.16,124.04,49.0,29,103,United Kingdom
15279,At Risk,355,5,1580.54,316.11,45.3,74,321,United Kingdom
15280,Hibernating,172,3,406.22,135.41,116.5,48,399,United Kingdom
15281,Champions,59,16,8543.57,533.97,22.2,427,368,United Kingdom
15282,Hibernating,570,1,348.59,348.59,,27,0,United Kingdom
15283,Hibernating,390,3,148.33,49.44,33.0,9,127,United Kingdom
15284,Hibernating,500,1,24.75,24.75,,1,0,United Kingdom
15285,Hibernating,408,1,94.92,94.92,,6,0,United Kingdom
15286,New Customers,50,1,240.55,240.55,,3,0,United Kingdom
15287,New Customers,22,5,856.03,171.21,126.8,23,715,United Kingdom
15288,Champions,43,10,3874.28,387.43,42.6,127,622,United Kingdom
15289,New Customers,29,5,1593.09,318.62,41.4,67,592,United Kingdom
15290,Champions,5,26,10496.28,403.7,16.6,106,649,United Kingdom
15291,Champions,26,39,13801.56,353.89,20.2,115,710,United Kingdom
15292,Hibernating,201,1,180.94,180.94,,24,0,United Kingdom
15293,Hibernating,666,1,247.5,247.5,,19,0,United Kingdom
15294,Hibernating,411,1,233.35,233.35,,15,0,United Kingdom
15295,Hibernating,654,1,217.24,217.24,,50,0,United Kingdom
15296,Champions,51,12,10342.83,861.9,41.3,342,636,United Kingdom
15297,New Customers,10,3,641.94,213.98,7.5,30,53,United Kingdom
15298,Champions,2,23,9459.37,411.28,19.2,199,729,United Kingdom
15299,Champions,67,9,7391.54,821.28,94.8,8,629,United Kingdom
15300,New Customers,64,1,496.44,496.44,,28,0,United Kingdom
15301,Champions,51,17,7603.44,447.26,23.4,231,399,United Kingdom
15302,Hibernating,730,1,308.0,308.0,,15,0,United Kingdom
15303,At Risk,290,3,1224.18,408.06,78.5,63,393,United Kingdom
15304,At Risk,61,9,919.55,102.17,25.6,8,360,United Kingdom
15305,Hibernating,555,1,93.6,93.6,,5,0,United Kingdom
15306,At Risk,64,9,3484.73,387.19,106.8,123,594,United Kingdom
15307,Hibernating,96,1,205.3,205.3,,12,0,United Kingdom
15308,Hibernating,274,1,310.47,310.47,,19,0,United Kingdom
15309,At Risk,611,4,797.96,199.49,30.7,49,124,United Kingdom
15310,Hibernating,479,1,1634.64,1634.64,,45,0,United Kingdom
15311,Champions,1,207,116476.16,562.69,2.9,863,738,United Kingdom
15312,At Risk,75,12,2930.19,244.18,45.5,118,648,United Kingdom
15313,Hibernating,110,1,52.0,52.0,,1,0,United Kingdom
15314,At Risk,199,3,820.45,273.48,99.5,49,228,United Kingdom
15315,New Customers,64,2,570.5,285.25,,35,51,United Kingdom
15316,Hibernating,327,1,165.0,165.0,,1,0,United Kingdom
15317,Hibernating,677,1,129.75,129.75,,5,0,United Kingdom
15318,New Customers,4,1,312.62,312.62,,33,0,United Kingdom
15319,Hibernating,284,1,204.5,204.5,,16,0,United Kingdom
15320,New Customers,44,1,267.13,267.13,,36,0,United Kingdom
15321,Champions,71,12,6709.73,559.14,72.3,242,603,United Kingdom
15322,At Risk,86,2,1390.86,695.43,,76,390,United Kingdom
15323,Hibernating,563,3,434.6,144.87,0.5,29,99,United Kingdom
15324,Hibernating,701,1,140.22,140.22,,8,0,United Kingdom
15325,At Risk,104,8,1602.01,200.25,91.4,164,557,United Kingdom
15326,At Risk,334,5,1700.52,340.1,102.3,94,404,United Kingdom
15327,Hibernating,53,1,208.75,208.75,,10,0,United Kingdom
15328,Hibernating,408,1,107.24,107.24,,8,0,United Kingdom
15329,Champions,39,11,2984.33,271.3,54.0,98,686,United Kingdom
15330,New Customers,32,2,714.96,357.48,,10,28,United Kingdom
15331,Hibernating,500,3,767.91,255.97,55.0,41,109,United Kingdom
15332,At Risk,366,6,6553.74,1092.29,43.4,113,147,Lithuania
15333,Hibernating,208,1,1028.56,1028.56,,16,0,United Kingdom
15334,Hibernating,157,3,348.72,116.24,1.5,66,16,United Kingdom
15335,Hibernating,54,1,173.97,173.97,,34,0,United Kingdom
15336,Hibernating,402,1,240.5,240.5,,15,0,United Kingdom
15337,Hibernating,411,1,373.02,373.02,,21,0,United Kingdom
15338,Hibernating,677,1,283.43,283.43,,56,0,United Kingdom
15339,At Risk,66,7,1827.84,261.12,86.1,162,602,United Kingdom
15340,Hibernating,562,1,105.5,105.5,,7,0,United Kingdom
15341,At Risk,81,2,2402.72,1201.36,,22,368,United Kingdom
15342,Hibernating,130,1,406.09,406.09,,24,0,United Kingdom
15343,Hibernating,87,1,364.5,364.5,,21,0,United Kingdom
15344,New Customers,1,3,563.94,187.98,5.0,21,73,United Kingdom
15345,New Customers,46,1,393.54,393.54,,20,0,United Kingdom
15346,Hibernating,333,3,596.12,198.71,43.5,36,98,United Kingdom
15347,At Risk,366,4,1363.6,340.9,10.3,29,71,United Kingdom
15348,Hibernating,72,1,158.04,158.04,,9,0,United Kingdom
15349,Hibernating,158,2,473.81,236.9,,65,29,United Kingdom
15350,Hibernating,373,2,663.25,331.62,,26,9,United Kingdom
15351,Champions,12,10,3738.29,373.83,86.5,201,420,United Kingdom
15352,Hibernating,549,1,114.95,114.95,,34,0,United Kingdom
15353,At Risk,255,7,3175.95,453.71,59.2,274,483,United Kingdom
15355,New Customers,29,2,277.05,138.52,,9,23,United Kingdom
15356,Champions,31,13,3464.95,266.53,16.5,290,390,United Kingdom
15358,Champions,5,42,17050.41,405.96,14.9,359,727,United Kingdom
15359,Hibernating,663,8,181.35,22.67,5.6,10,30,United Kingdom
15360,New Customers,40,1,427.93,427.93,,13,0,United Kingdom
15361,At Risk,362,4,689.07,172.27,73.8,10,181,United Kingdom
15362,Hibernating,449,2,613.08,306.54,,38,290,United Kingdom
15363,Hibernating,373,2,1004.11,502.06,,32,120,United Kingdom
15364,At Risk,96,2,913.19,456.6,,29,158,United Kingdom
15365,Champions,26,13,4557.13,350.55,74.4,126,647,United Kingdom
15366,At Risk,75,7,2389.08,341.3,86.9,86,576,United Kingdom
15367,Champions,57,11,5081.33,461.94,62.6,214,671,United Kingdom
15368,New Customers,21,2,722.74,361.37,,8,372,United Kingdom
15369,At Risk,492,11,6251.26,568.3,28.5,44,239,United Kingdom
15370,Champions,41,8,3739.01,467.38,28.9,90,369,United Kingdom
15371,Hibernating,662,1,59.4,59.4,,1,0,United Kingdom
15372,At Risk,137,8,6017.06,752.13,111.3,45,526,United Kingdom
15373,Champions,8,17,3421.39,201.26,26.7,107,578,United Kingdom
15374,Hibernating,129,2,307.32,153.66,,8,495,United Kingdom
15375,Hibernating,690,1,60.96,60.96,,6,0,United Kingdom
15376,New Customers,40,3,1233.36,411.12,14.0,100,182,United Kingdom
15377,At Risk,383,4,1211.75,302.94,8.3,15,32,United Kingdom
15378,Hibernating,463,2,246.5,123.25,,8,39,United Kingdom
15379,At Risk,169,8,4877.84,609.73,18.3,177,231,United Kingdom
15380,Champions,9,11,3479.06,316.28,58.8,27,729,United Kingdom
15381,At Risk,214,5,1890.57,378.11,46.1,20,369,United Kingdom
15382,Champions,15,12,13733.55,1144.46,40.7,315,720,United Kingdom
15384,At Risk,170,4,2027.79,506.95,84.6,83,422,United Kingdom
15385,New Customers,40,3,942.08,314.03,33.5,18,637,United Kingdom
15386,Hibernating,186,1,394.14,394.14,,31,0,United Kingdom
15387,Hibernating,492,1,468.65,468.65,,20,0,United Kingdom
15388,Hibernating,270,1,140.54,140.54,,10,0,Canada
15389,At Risk,172,5,2733.8,546.76,79.8,2,509,United Kingdom
15390,At Risk,396,2,1216.66,608.33,,77,12,Canada
15391,Hibernating,584,1,289.87,289.87,,12,0,United Kingdom
15392,Champions,5,7,2911.62,415.95,90.9,100,426,United Kingdom
15393,New Customers,16,5,891.34,178.27,104.3,37,707,United Kingdom
15394,Champions,10,11,5286.8,480.62,52.5,129,714,United Kingdom
15395,Hibernating,326,1,107.45,107.45,,7,0,United Kingdom
15396,At Risk,113,2,796.38,398.19,,16,471,United Kingdom
15397,Hibernating,290,1,94.0,94.0,,6,0,United Kingdom
15398,New Customers,16,2,1345.53,672.77,,60,62,United Kingdom
15399,New Customers,1,3,815.77,271.92,18.0,45,77,United Kingdom
15400,At Risk,92,8,1302.3,162.79,40.2,16,468,United Kingdom
15401,Hibernating,452,2,216.95,108.48,,14,116,United Kingdom
15402,At Risk,149,6,1830.12,305.02,53.5,78,443,United Kingdom
15403,Hibernating,492,2,170.88,85.44,,6,238,United Kingdom
15404,Hibernating,376,1,257.06,257.06,,16,0,United Kingdom
15405,Hibernating,189,2,659.84,329.92,,29,386,United Kingdom
15406,New Customers,31,4,975.87,243.97,110.5,108,422,United Kingdom
15407,New Customers,34,4,1056.44,264.11,45.6,142,271,United Kingdom
15408,Hibernating,264,1,267.18,267.18,,34,0,United Kingdom
15409,Hibernating,721,1,131.25,131.25,,9,0,United Kingdom
15410,At Risk,84,10,4685.72,468.57,89.0,80,515,United Kingdom
15411,New Customers,26,4,1358.88,339.72,5.9,86,156,United Kingdom
15412,Hibernating,171,1,190.53,190.53,,10,0,United Kingdom
15413,At Risk,692,5,6798.72,1359.74,8.2,20,47,United Kingdom
15414,New Customers,10,3,774.9,258.3,88.5,37,232,United Kingdom
15415,Hibernating,313,1,572.81,572.81,,46,0,United Kingdom
15416,At Risk,65,7,4572.82,653.26,73.5,189,611,United Kingdom
15417,Hibernating,85,1,508.8,508.8,,28,0,United Kingdom
15418,Hibernating,425,2,452.32,226.16,,64,161,United Kingdom
15419,New Customers,25,1,135.86,135.86,,8,0,United Kingdom
15420,At Risk,434,6,743.0,123.83,40.4,52,300,United Kingdom
15421,Champions,59,10,3805.34,380.53,41.9,170,673,United Kingdom
15422,At Risk,323,7,1619.97,231.42,43.4,80,347,United Kingdom
15423,New Customers,38,3,266.89,88.96,251.5,13,583,United Kingdom
15424,Hibernating,254,3,597.78,199.26,104.5,33,208,United Kingdom
15425,At Risk,400,4,1944.57,486.14,39.0,114,263,United Kingdom
15426,Champions,19,9,2615.39,290.6,69.6,327,567,United Kingdom
15427,New Customers,33,3,1483.14,494.38,7.0,233,13,United Kingdom
15428,New Customers,15,4,762.75,190.69,117.6,39,706,United Kingdom
15429,New Customers,27,2,397.35,198.68,,77,48,United Kingdom
15430,Hibernating,468,2,954.75,477.38,,36,60,United Kingdom
15431,Hibernating,503,1,153.24,153.24,,2,0,United Kingdom
15432,New Customers,23,2,320.76,160.38,,16,518,United Kingdom
15433,Hibernating,214,2,533.3,266.65,,40,53,United Kingdom
15434,Champions,8,11,2567.06,233.37,79.2,82,675,United Kingdom
15435,New Customers,22,1,149.29,149.29,,29,0,United Kingdom
15436,New Customers,12,3,1122.53,374.18,76.0,243,221,United Kingdom
15437,Hibernating,262,2,393.45,196.73,,56,378,United Kingdom
15438,Hibernating,131,1,156.58,156.58,,25,0,United Kingdom
15439,At Risk,405,4,1269.05,317.26,103.6,49,248,United Kingdom
15440,New Customers,55,3,383.68,127.89,5.0,50,154,United Kingdom
15441,At Risk,396,3,1254.21,418.07,139.0,45,334,United Kingdom
15442,Hibernating,249,1,594.0,594.0,,2,0,United Kingdom
15443,Champions,2,14,5175.93,369.71,59.5,408,640,United Kingdom
15444,New Customers,9,2,1418.26,709.13,,191,31,United Kingdom
15445,Hibernating,264,2,284.5,142.25,,12,326,United Kingdom
15446,Hibernating,377,3,403.95,134.65,77.0,89,349,United Kingdom
