CustomerID,Segment,Country,Recency,Frequency,Monetary,AvgOrderValue,InterPurchaseStd,ProductDiversity,TenureDays,Z_Recency,Z_Frequency,Z_Monetary,DistToCentroid,DistToRival,NearestRival,BoundaryMargin,Silhouette,Cohesion,IsBorderline
14903,New Customers,United Kingdom,21,5,2810.63,562.13,27.4,227,257,-0.871,0.303,0.805,1.213,1.316,At Risk,0.48,0.044,Borderline,1
14904,New Customers,United Kingdom,2,4,1640.64,410.16,170.7,127,425,-2.15,0.077,0.416,1.475,2.013,Champions,0.423,0.247,Borderline,1
14905,At Risk,United Kingdom,158,8,1971.39,246.42,30.0,45,578,0.398,0.805,0.549,0.528,1.875,New Customers,0.22,0.538,Core,0
14907,Champions,United Kingdom,3,16,6165.79,385.36,64.4,153,599,-1.966,1.592,1.373,0.834,2.716,New Customers,0.235,0.522,Core,0
14908,New Customers,United Kingdom,74,2,381.9,190.95,,14,388,-0.084,-0.555,-0.636,0.929,1.044,Hibernating,0.471,0.04,Borderline,1
14909,At Risk,United Kingdom,437,3,1404.68,468.23,14.0,61,226,1.049,-0.199,0.304,0.83,1.387,Hibernating,0.374,0.28,Settled,0
14910,New Customers,United Kingdom,3,4,434.35,108.59,8.0,25,51,-1.966,0.077,-0.544,1.182,2.537,Champions,0.318,0.457,Settled,0
14911,Champions,EIRE,1,373,276654.61,741.7,2.9,2546,737,-2.41,5.419,4.123,4.934,6.911,At Risk,0.417,0.279,Settled,0
14912,New Customers,Italy,17,5,1849.58,369.92,87.0,43,573,-1.0,0.303,0.503,0.97,1.393,At Risk,0.41,0.213,Borderline,1
14913,Champions,United Kingdom,36,8,4073.13,509.14,42.2,176,449,-0.538,0.805,1.073,0.986,1.239,At Risk,0.443,0.063,Borderline,1
14915,At Risk,United Kingdom,91,11,1811.25,164.66,50.4,65,645,0.047,1.161,0.488,0.938,1.513,Champions,0.383,0.323,Settled,0
14916,At Risk,United Kingdom,71,8,3042.95,380.37,60.9,113,546,-0.11,0.805,0.863,0.837,1.352,Champions,0.382,0.314,Settled,0
14917,Hibernating,United Kingdom,597,2,1123.75,561.88,,29,0,1.248,-0.555,0.143,1.151,1.239,At Risk,0.482,0.086,Borderline,1
14918,At Risk,United Kingdom,116,9,5955.81,661.76,73.2,79,495,0.201,0.935,1.348,1.135,1.465,Champions,0.437,0.221,Borderline,1
14919,Hibernating,United Kingdom,539,1,359.35,359.35,,13,0,1.183,-1.057,-0.68,0.426,1.919,At Risk,0.181,0.619,Core,0
14920,At Risk,United Kingdom,213,3,1607.17,535.72,176.5,90,352,0.589,-0.199,0.401,0.529,1.491,Hibernating,0.262,0.425,Settled,0
14921,New Customers,United Kingdom,30,2,1316.07,658.04,,78,171,-0.651,-0.555,0.257,0.607,1.353,At Risk,0.31,0.334,Settled,0
14922,Hibernating,United Kingdom,394,2,843.74,421.87,,49,114,0.982,-0.555,-0.064,0.899,1.146,At Risk,0.44,0.19,Borderline,1
14923,New Customers,United Kingdom,51,1,749.1,749.1,,44,0,-0.319,-1.057,-0.15,0.947,1.427,Hibernating,0.399,0.22,Borderline,1
14924,At Risk,United Kingdom,246,3,931.01,310.34,168.0,30,393,0.681,-0.199,0.007,0.711,1.142,Hibernating,0.384,0.229,Borderline,1
14926,Hibernating,United Kingdom,382,2,359.4,179.7,,2,216,0.962,-0.555,-0.68,0.388,1.511,At Risk,0.204,0.529,Core,0
14927,Hibernating,United Kingdom,397,1,308.2,308.2,,20,0,0.987,-1.057,-0.791,0.251,1.916,At Risk,0.116,0.648,Core,0
14928,Hibernating,United Kingdom,628,1,223.91,223.91,,21,0,1.281,-1.057,-1.021,0.464,2.174,At Risk,0.176,0.651,Core,0
14929,New Customers,United Kingdom,32,2,836.69,418.34,,34,389,-0.611,-0.555,-0.07,0.411,1.404,At Risk,0.226,0.417,Settled,0
14930,At Risk,Channel Islands,109,6,5246.63,874.44,73.3,213,497,0.162,0.494,1.256,0.878,1.667,Champions,0.345,0.385,Settled,0
14931,New Customers,Channel Islands,5,4,864.68,216.17,63.3,28,236,-1.705,0.077,-0.047,0.924,2.105,Champions,0.305,0.457,Settled,0
14932,Hibernating,Channel Islands,366,2,879.66,439.83,,28,20,0.935,-0.555,-0.034,0.923,1.109,At Risk,0.454,0.156,Borderline,1
14933,At Risk,Channel Islands,444,4,1770.0,442.5,0.5,1,0,1.059,0.077,0.471,0.702,1.674,Hibernating,0.295,0.427,Settled,0
14934,At Risk,Channel Islands,82,5,3403.5,680.7,72.8,114,359,-0.019,0.303,0.943,0.654,1.592,New Customers,0.291,0.43,Settled,0
14935,At Risk,Channel Islands,297,2,2849.83,1424.92,,25,322,0.801,-0.555,0.815,1.014,1.747,Hibernating,0.367,0.311,Settled,0
14936,Champions,Channel Islands,34,12,12410.81,1034.23,48.0,267,549,-0.573,1.26,1.879,0.815,1.99,At Risk,0.291,0.371,Settled,0
14937,At Risk,Channel Islands,57,3,1621.88,540.63,37.0,33,73,-0.249,-0.199,0.408,0.806,0.919,New Customers,0.467,0.086,Borderline,1
14938,At Risk,Channel Islands,562,2,2322.43,1161.21,,71,0,1.21,-0.555,0.667,1.2,1.634,Hibernating,0.423,0.191,Borderline,1
14940,Hibernating,United Kingdom,418,2,531.49,265.74,,32,315,1.02,-0.555,-0.398,0.607,1.343,At Risk,0.312,0.416,Settled,0
14941,Hibernating,United Kingdom,579,1,182.1,182.1,,7,0,1.229,-1.057,-1.17,0.483,2.256,At Risk,0.176,0.659,Core,0
14942,At Risk,United Kingdom,402,4,746.56,186.64,60.6,12,328,0.995,0.077,-0.153,0.869,1.207,Hibernating,0.418,0.188,Borderline,1
14943,Hibernating,United Kingdom,663,1,107.62,107.62,,5,0,1.316,-1.057,-1.547,0.804,2.568,At Risk,0.238,0.619,Core,0
14944,Champions,United Kingdom,30,19,9684.67,509.72,36.1,183,631,-0.651,1.794,1.699,0.644,2.224,At Risk,0.225,0.465,Settled,0
14945,Hibernating,United Kingdom,414,1,179.4,179.4,,11,0,1.014,-1.057,-1.181,0.366,2.193,At Risk,0.143,0.67,Core,0
14946,New Customers,United Kingdom,14,1,100.9,100.9,,3,0,-1.117,-1.057,-1.594,1.562,2.12,Hibernating,0.424,0.223,Borderline,1
14947,At Risk,United Kingdom,72,6,1049.79,174.96,83.4,47,552,-0.102,0.494,0.093,0.632,1.171,New Customers,0.351,0.301,Settled,0
14948,New Customers,United Kingdom,23,6,1101.97,183.66,24.4,56,196,-0.815,0.494,0.129,0.885,1.261,At Risk,0.412,0.189,Borderline,1
14949,Hibernating,United Kingdom,469,4,515.0,128.75,67.3,16,252,1.094,0.077,-0.421,1.077,1.127,At Risk,0.489,0.042,Borderline,1
14950,New Customers,United Kingdom,19,1,371.2,371.2,,19,0,-0.933,-1.057,-0.657,0.859,1.837,Hibernating,0.319,0.398,Settled,0
14951,Hibernating,United Kingdom,79,1,311.69,311.69,,20,0,-0.043,-1.057,-0.783,0.948,1.253,New Customers,0.431,0.191,Borderline,1
14952,Champions,United Kingdom,60,32,17629.35,550.92,26.4,240,676,-0.217,2.414,2.133,1.486,2.786,At Risk,0.348,0.364,Settled,0
14953,New Customers,United Kingdom,25,4,1011.27,252.82,181.4,201,410,-0.764,0.077,0.066,0.508,1.23,At Risk,0.292,0.334,Settled,0
14954,New Customers,United Kingdom,12,2,503.44,251.72,,111,690,-1.209,-0.555,-0.437,0.45,2.008,At Risk,0.183,0.541,Core,0
14955,Hibernating,United Kingdom,733,1,163.77,163.77,,30,0,1.38,-1.057,-1.246,0.639,2.37,At Risk,0.212,0.635,Core,0
14956,Hibernating,United Kingdom,421,1,1325.0,1325.0,,4,0,1.025,-1.057,0.262,1.19,1.499,At Risk,0.443,0.197,Borderline,1
14957,Hibernating,United Kingdom,253,2,333.29,166.64,,27,391,0.699,-0.555,-0.735,0.392,1.475,At Risk,0.21,0.508,Core,0
14958,At Risk,United Kingdom,147,6,957.94,159.66,119.3,52,588,0.352,0.494,0.027,0.456,1.5,New Customers,0.233,0.469,Settled,0
14959,New Customers,United Kingdom,64,4,695.42,173.86,25.0,37,232,-0.176,0.077,-0.204,0.809,0.879,At Risk,0.479,0.015,Borderline,1
14960,New Customers,United Kingdom,8,2,221.27,110.64,,23,162,-1.445,-0.555,-1.03,0.995,2.346,Hibernating,0.298,0.467,Settled,0
14961,Champions,United Kingdom,11,22,16410.15,745.92,31.2,328,724,-1.26,1.967,2.081,0.851,2.872,At Risk,0.229,0.53,Core,0
14962,Hibernating,United Kingdom,271,4,366.91,91.73,116.5,14,313,0.743,0.077,-0.665,0.978,1.174,At Risk,0.454,0.125,Borderline,1
14963,Champions,United Kingdom,10,12,3164.48,263.71,58.8,304,515,-1.316,1.26,0.891,0.572,1.981,New Customers,0.224,0.463,Settled,0
14964,Hibernating,United Kingdom,247,1,206.21,206.21,,13,0,0.683,-1.057,-1.08,0.328,1.932,New Customers,0.145,0.625,Core,0
14965,New Customers,United Kingdom,96,2,599.0,299.5,,80,0,0.081,-0.555,-0.312,1.003,1.038,Hibernating,0.491,-0.019,Borderline,1
14966,New Customers,United Kingdom,15,6,1115.84,185.97,168.3,125,709,-1.076,0.494,0.138,0.906,1.51,At Risk,0.375,0.288,Settled,0
14967,At Risk,United Kingdom,50,6,1982.61,330.44,150.1,22,686,-0.332,0.494,0.553,0.76,1.258,New Customers,0.377,0.288,Settled,0
14968,New Customers,United Kingdom,30,2,501.24,250.62,,82,428,-0.651,-0.555,-0.44,0.396,1.601,At Risk,0.198,0.479,Settled,0
14969,Hibernating,United Kingdom,704,1,906.23,906.23,,13,0,1.354,-1.057,-0.013,1.028,1.715,At Risk,0.375,0.354,Settled,0
14970,Champions,United Kingdom,68,12,4919.35,409.95,41.0,71,595,-0.138,1.26,1.21,1.044,1.35,At Risk,0.436,0.076,Borderline,1
14971,New Customers,United Kingdom,35,3,1116.57,372.19,4.0,144,8,-0.555,-0.199,0.138,0.518,1.105,At Risk,0.319,0.28,Settled,0
14972,Hibernating,United Kingdom,128,2,145.07,72.54,,20,252,0.264,-0.555,-1.333,0.81,1.605,New Customers,0.335,0.389,Settled,0
14973,At Risk,United Kingdom,107,3,1314.45,438.15,32.0,29,118,0.15,-0.199,0.256,0.574,1.157,New Customers,0.331,0.318,Settled,0
14974,New Customers,United Kingdom,37,1,114.39,114.39,,17,0,-0.521,-1.057,-1.504,1.512,1.534,Hibernating,0.496,0.001,Borderline,1
14975,New Customers,United Kingdom,57,2,472.39,236.2,,25,363,-0.249,-0.555,-0.483,0.726,1.24,Hibernating,0.369,0.249,Borderline,1
14976,At Risk,United Kingdom,57,6,774.86,129.14,32.5,45,269,-0.249,0.494,-0.126,0.874,1.03,New Customers,0.459,0.118,Borderline,1
14977,Hibernating,United Kingdom,726,1,31.93,31.93,,4,0,1.374,-1.057,-2.41,1.599,3.221,New Customers,0.332,0.485,Settled,0
14978,At Risk,United Kingdom,72,10,3142.14,314.21,47.3,175,518,-0.102,1.053,0.886,1.015,1.233,Champions,0.451,0.188,Borderline,1
14979,Hibernating,United Kingdom,735,1,439.46,439.46,,42,0,1.382,-1.057,-0.535,0.654,1.933,At Risk,0.253,0.555,Core,0
14980,Hibernating,United Kingdom,737,1,150.68,150.68,,24,0,1.383,-1.057,-1.306,0.676,2.414,At Risk,0.219,0.631,Core,0
14981,Hibernating,United Kingdom,246,2,372.92,186.46,,20,177,0.681,-0.555,-0.654,0.441,1.408,At Risk,0.239,0.478,Settled,0
14982,Hibernating,United Kingdom,572,1,234.88,234.88,,38,0,1.221,-1.057,-0.987,0.404,2.127,At Risk,0.16,0.657,Core,0
14983,Hibernating,United Kingdom,689,1,183.2,183.2,,30,0,1.34,-1.057,-1.166,0.567,2.297,At Risk,0.198,0.644,Core,0
14984,New Customers,United Kingdom,19,6,1271.41,211.9,70.9,48,678,-0.933,0.494,0.232,0.931,1.354,At Risk,0.408,0.213,Borderline,1
14985,Hibernating,United Kingdom,198,2,296.75,148.38,,78,159,0.542,-0.555,-0.818,0.462,1.518,At Risk,0.233,0.493,Settled,0
14986,Hibernating,United Kingdom,376,2,566.9,283.45,,87,307,0.952,-0.555,-0.351,0.635,1.283,At Risk,0.331,0.384,Settled,0
14987,Champions,United Kingdom,16,8,1713.85,214.23,149.3,4,721,-1.037,0.805,0.448,1.172,1.317,New Customers,0.471,0.04,Borderline,1
14988,At Risk,United Kingdom,212,7,2066.6,295.23,66.5,171,390,0.586,0.659,0.583,0.443,1.946,New Customers,0.186,0.569,Core,0
14989,Hibernating,United Kingdom,662,1,342.4,342.4,,18,0,1.315,-1.057,-0.715,0.515,1.997,At Risk,0.205,0.61,Core,0
14990,Hibernating,United Kingdom,612,2,305.42,152.71,,41,118,1.264,-0.555,-0.798,0.505,1.73,At Risk,0.226,0.546,Core,0
14991,Hibernating,United Kingdom,430,1,314.67,314.67,,21,0,1.038,-1.057,-0.776,0.283,1.923,At Risk,0.128,0.646,Core,0
14992,Hibernating,United Kingdom,442,1,210.5,210.5,,27,0,1.056,-1.057,-1.066,0.311,2.123,At Risk,0.128,0.671,Core,0
14993,Hibernating,United Kingdom,564,1,36.13,36.13,,9,0,1.212,-1.057,-2.324,1.473,3.05,New Customers,0.326,0.495,Settled,0
14994,At Risk,United Kingdom,382,5,956.68,191.34,52.0,232,240,0.962,0.303,0.026,0.702,1.492,Hibernating,0.32,0.379,Settled,0
14995,New Customers,United Kingdom,39,2,233.23,116.62,,53,241,-0.488,-0.555,-0.992,0.884,1.402,Hibernating,0.387,0.243,Borderline,1
14996,Hibernating,United Kingdom,481,2,442.29,221.14,,37,0,1.11,-0.555,-0.531,0.535,1.47,At Risk,0.267,0.48,Settled,0
14997,New Customers,United Kingdom,46,4,776.6,194.15,194.7,36,609,-0.384,0.077,-0.124,0.644,0.978,At Risk,0.397,0.162,Borderline,1
14998,At Risk,United Kingdom,170,4,770.73,192.68,52.5,111,435,0.445,0.077,-0.13,0.605,1.291,Hibernating,0.319,0.341,Settled,0
14999,Hibernating,United Kingdom,593,1,129.48,129.48,,9,0,1.244,-1.057,-1.415,0.66,2.441,At Risk,0.213,0.642,Core,0
15000,New Customers,United Kingdom,48,1,490.52,490.52,,76,0,-0.357,-1.057,-0.456,0.944,1.327,Hibernating,0.416,0.185,Borderline,1
15001,Hibernating,United Kingdom,394,2,228.86,114.43,,43,0,0.982,-0.555,-1.005,0.34,1.771,At Risk,0.161,0.588,Core,0
15002,At Risk,United Kingdom,116,9,4817.28,535.25,61.3,220,580,0.201,0.935,1.195,1.015,1.473,Champions,0.408,0.278,Settled,0
15003,At Risk,United Kingdom,473,6,1060.7,176.78,56.0,253,209,1.099,0.494,0.101,0.809,1.701,Hibernating,0.322,0.398,Settled,0
15004,Hibernating,United Kingdom,147,1,1245.93,1245.93,,153,0,0.352,-1.057,0.217,1.252,1.365,At Risk,0.478,0.094,Borderline,1
15005,Champions,United Kingdom,16,56,14104.2,251.86,6.1,590,722,-1.037,3.09,1.971,1.672,3.499,At Risk,0.323,0.445,Settled,0
15006,New Customers,United Kingdom,51,2,820.19,410.1,,164,402,-0.319,-0.555,-0.085,0.641,1.22,At Risk,0.345,0.286,Settled,0
15007,Hibernating,United Kingdom,159,1,156.91,156.91,,12,0,0.402,-1.057,-1.277,0.636,1.816,New Customers,0.259,0.516,Core,0
15008,Hibernating,United Kingdom,480,2,360.0,180.0,,6,157,1.109,-0.555,-0.679,0.444,1.571,At Risk,0.22,0.531,Core,0
15009,New Customers,United Kingdom,12,3,1261.78,420.59,0.5,148,12,-1.209,-0.199,0.226,0.579,1.686,At Risk,0.256,0.447,Settled,0
15010,New Customers,United Kingdom,36,1,308.94,308.94,,20,0,-0.538,-1.057,-0.789,0.992,1.433,Hibernating,0.409,0.215,Borderline,1
15011,Hibernating,United Kingdom,396,2,416.6,208.3,,17,20,0.985,-0.555,-0.574,0.462,1.443,At Risk,0.243,0.495,Settled,0
15012,New Customers,United Kingdom,54,3,860.62,286.87,58.5,165,523,-0.283,-0.199,-0.05,0.644,0.963,At Risk,0.401,0.161,Borderline,1
15013,At Risk,United Kingdom,488,10,1641.3,164.13,9.3,177,189,1.119,1.053,0.416,1.055,2.338,Hibernating,0.311,0.463,Settled,0
15014,New Customers,United Kingdom,43,2,260.17,130.08,,29,133,-0.426,-0.555,-0.913,0.85,1.339,Hibernating,0.388,0.233,Borderline,1
15015,At Risk,United Kingdom,501,13,2354.52,181.12,10.9,157,223,1.136,1.352,0.677,1.32,2.376,Champions,0.357,0.405,Settled,0
15016,At Risk,United Kingdom,173,5,630.3,126.06,86.5,93,370,0.456,0.303,-0.275,0.712,1.388,Hibernating,0.339,0.332,Settled,0
15017,New Customers,United Kingdom,34,1,125.58,125.58,,20,0,-0.573,-1.057,-1.437,1.445,1.558,Hibernating,0.481,0.05,Borderline,1
15018,New Customers,United Kingdom,39,3,607.46,202.49,49.5,30,329,-0.488,-0.199,-0.302,0.418,1.246,At Risk,0.251,0.365,Settled,0
15019,Hibernating,United Kingdom,267,1,266.0,266.0,,64,0,0.733,-1.057,-0.897,0.243,1.903,New Customers,0.113,0.637,Core,0
15020,Hibernating,United Kingdom,379,1,203.42,203.42,,27,0,0.957,-1.057,-1.09,0.283,2.112,At Risk,0.118,0.67,Core,0
15021,Champions,United Kingdom,9,12,2783.83,231.99,35.2,355,489,-1.377,1.26,0.798,0.67,1.944,New Customers,0.256,0.431,Settled,0
15022,New Customers,United Kingdom,12,5,1186.09,237.22,267.7,115,665,-1.209,0.303,0.182,0.809,1.62,At Risk,0.333,0.365,Settled,0
15023,Champions,United Kingdom,3,20,12147.53,607.38,19.5,485,671,-1.966,1.854,1.863,1.024,3.169,At Risk,0.244,0.542,Core,0
15024,Champions,United Kingdom,10,16,4075.51,254.72,42.5,168,414,-1.316,1.592,1.074,0.341,2.24,At Risk,0.132,0.53,Core,0
15025,New Customers,United Kingdom,33,2,1005.14,502.57,,131,535,-0.592,-0.555,0.062,0.493,1.348,At Risk,0.268,0.375,Settled,0
15026,At Risk,United Kingdom,80,5,1056.81,211.36,44.8,108,368,-0.035,0.303,0.098,0.542,1.103,New Customers,0.33,0.309,Settled,0
15027,Champions,United Kingdom,31,10,3195.6,319.56,63.4,69,593,-0.631,1.053,0.898,0.835,1.357,At Risk,0.381,0.192,Borderline,1
15028,New Customers,United Kingdom,8,6,1157.71,192.95,124.9,65,385,-1.445,0.494,0.164,1.056,1.615,Champions,0.395,0.285,Settled,0
15029,Hibernating,United Kingdom,620,1,365.1,365.1,,10,0,1.273,-1.057,-0.669,0.499,1.952,At Risk,0.204,0.607,Core,0
15030,At Risk,United Kingdom,72,8,1979.91,247.49,62.3,25,573,-0.102,0.805,0.552,0.722,1.5,Champions,0.325,0.406,Settled,0
15031,Champions,United Kingdom,4,14,3156.58,225.47,52.8,237,727,-1.822,1.437,0.889,0.839,2.279,New Customers,0.269,0.45,Settled,0
15032,At Risk,United Kingdom,256,8,13780.65,1722.58,46.4,39,472,0.706,0.805,1.954,1.636,2.069,Champions,0.442,0.212,Borderline,1
15033,Champions,United Kingdom,5,10,2583.37,258.34,20.4,314,324,-1.705,1.053,0.744,0.968,1.869,New Customers,0.341,0.324,Settled,0
15034,Champions,United Kingdom,16,14,8313.4,593.81,40.9,416,561,-1.037,1.437,1.589,0.272,2.165,At Risk,0.111,0.516,Core,0
15035,Hibernating,United Kingdom,90,1,252.73,252.73,,26,0,0.04,-1.057,-0.934,0.86,1.379,New Customers,0.384,0.289,Settled,0
15036,New Customers,United Kingdom,72,3,465.55,155.18,51.5,107,107,-0.102,-0.199,-0.494,0.832,1.158,At Risk,0.418,0.164,Borderline,1
15037,Hibernating,United Kingdom,376,2,402.51,201.26,,40,0,0.952,-0.555,-0.599,0.438,1.448,At Risk,0.232,0.502,Core,0
15038,At Risk,United Kingdom,59,9,1309.86,145.54,44.6,190,366,-0.227,0.935,0.253,0.912,1.491,New Customers,0.379,0.306,Settled,0
15039,Champions,United Kingdom,10,93,40031.43,430.45,4.8,562,719,-1.316,3.71,2.725,2.573,4.456,At Risk,0.366,0.39,Settled,0
15040,Hibernating,United Kingdom,542,1,7.49,7.49,,1,0,1.186,-1.057,-3.39,2.514,3.843,New Customers,0.396,0.342,Settled,0
15041,Hibernating,United Kingdom,170,2,293.6,146.8,,97,274,0.445,-0.555,-0.826,0.535,1.476,New Customers,0.266,0.463,Settled,0
15042,Hibernating,United Kingdom,199,2,315.45,157.73,,9,396,0.545,-0.555,-0.774,0.47,1.483,At Risk,0.241,0.482,Settled,0
15043,At Risk,United Kingdom,31,6,2858.8,476.47,165.9,38,501,-0.631,0.494,0.817,1.11,1.278,Champions,0.465,0.145,Borderline,1
15044,Champions,United Kingdom,19,32,15949.19,498.41,20.2,343,703,-0.933,2.414,2.06,1.141,2.984,At Risk,0.277,0.488,Settled,0
15045,Hibernating,United Kingdom,152,2,735.66,367.83,,11,105,0.373,-0.555,-0.163,0.946,1.035,At Risk,0.477,0.089,Borderline,1
15046,Champions,United Kingdom,9,25,7793.44,311.74,19.9,247,685,-1.377,2.118,1.542,0.656,2.775,At Risk,0.191,0.555,Core,0
15047,Hibernating,United Kingdom,270,1,343.62,343.62,,22,0,0.74,-1.057,-0.713,0.305,1.803,At Risk,0.145,0.608,Core,0
15048,New Customers,United Kingdom,65,4,482.75,120.69,39.7,86,303,-0.166,0.077,-0.467,0.847,1.081,At Risk,0.439,0.108,Borderline,1
15049,Hibernating,United Kingdom,274,1,121.17,121.17,,3,0,0.75,-1.057,-1.462,0.606,2.175,New Customers,0.218,0.606,Core,0
15050,Champions,United Kingdom,25,5,4193.79,838.76,138.1,116,455,-0.764,0.303,1.094,1.316,1.331,At Risk,0.497,-0.048,Borderline,1
15051,Champions,United Kingdom,23,9,3935.16,437.24,61.4,226,715,-0.815,0.935,1.048,0.748,1.5,At Risk,0.333,0.282,Settled,0
15052,Hibernating,United Kingdom,319,1,215.78,215.78,,27,0,0.847,-1.057,-1.048,0.245,2.054,At Risk,0.107,0.662,Core,0
15053,New Customers,United Kingdom,5,3,697.79,232.6,13.5,49,277,-1.705,-0.199,-0.201,0.825,2.244,At Risk,0.269,0.5,Core,0
15054,New Customers,United Kingdom,12,2,302.1,151.05,,105,28,-1.209,-0.555,-0.805,0.693,2.111,Hibernating,0.247,0.505,Core,0
15055,Hibernating,United Kingdom,475,3,560.07,186.69,5.5,77,248,1.102,-0.199,-0.36,0.885,1.173,At Risk,0.43,0.193,Borderline,1
15056,Hibernating,United Kingdom,520,1,133.45,133.45,,6,0,1.16,-1.057,-1.393,0.599,2.397,At Risk,0.2,0.651,Core,0
15057,At Risk,United Kingdom,275,5,3255.96,651.19,50.8,62,458,0.752,0.303,0.911,0.599,2.096,New Customers,0.222,0.555,Core,0
15058,Champions,United Kingdom,25,16,3410.03,213.13,33.8,232,628,-0.764,1.592,0.945,0.555,1.814,At Risk,0.234,0.408,Settled,0
15059,Champions,United Kingdom,41,19,3522.77,185.41,25.6,307,692,-0.456,1.794,0.968,0.821,1.807,At Risk,0.312,0.325,Settled,0
15060,New Customers,United Kingdom,8,4,301.84,75.46,0.5,80,0,-1.445,0.077,-0.806,0.879,2.225,At Risk,0.283,0.471,Settled,0
15061,Champions,United Kingdom,4,127,137817.07,1085.17,8.8,130,734,-1.822,4.092,3.619,3.481,5.431,At Risk,0.391,0.343,Settled,0
15062,At Risk,United Kingdom,71,8,2585.62,323.2,33.1,98,539,-0.11,0.805,0.745,0.783,1.399,Champions,0.359,0.353,Settled,0
15063,Hibernating,United Kingdom,213,1,370.8,370.8,,5,0,0.589,-1.057,-0.658,0.426,1.708,New Customers,0.2,0.562,Core,0
15064,At Risk,United Kingdom,410,4,1154.41,288.6,28.1,74,306,1.008,0.077,0.162,0.707,1.426,Hibernating,0.331,0.356,Settled,0
15065,At Risk,United Kingdom,38,5,3326.86,665.37,29.9,156,373,-0.504,0.303,0.927,1.022,1.374,New Customers,0.426,0.205,Borderline,1
15066,New Customers,United Kingdom,53,1,893.59,893.59,,42,0,-0.295,-1.057,-0.023,0.982,1.479,Hibernating,0.399,0.223,Borderline,1
15067,At Risk,United Kingdom,78,5,3877.88,775.58,81.3,170,528,-0.051,0.303,1.038,0.748,1.647,New Customers,0.312,0.412,Settled,0
15068,New Customers,United Kingdom,46,4,1176.85,294.21,21.2,178,575,-0.384,0.077,0.176,0.759,0.844,At Risk,0.474,0.027,Borderline,1
15069,Hibernating,United Kingdom,179,1,1109.53,1109.53,,70,0,0.478,-1.057,0.133,1.128,1.383,At Risk,0.449,0.172,Borderline,1
15070,At Risk,United Kingdom,373,3,843.25,281.08,43.0,26,351,0.947,-0.199,-0.065,0.893,1.071,Hibernating,0.455,0.092,Borderline,1
15071,At Risk,United Kingdom,94,4,1455.56,363.89,34.0,41,476,0.068,0.077,0.33,0.401,1.178,New Customers,0.254,0.384,Settled,0
15072,Hibernating,United Kingdom,479,1,187.52,187.52,,13,0,1.107,-1.057,-1.149,0.39,2.198,At Risk,0.151,0.669,Core,0
15073,Champions,United Kingdom,10,8,2788.02,348.5,82.4,115,672,-1.316,0.805,0.799,0.939,1.583,New Customers,0.372,0.254,Settled,0
15074,At Risk,United Kingdom,105,3,1566.33,522.11,143.0,63,362,0.138,-0.199,0.383,0.553,1.207,New Customers,0.314,0.341,Settled,0
15075,New Customers,United Kingdom,78,1,773.03,773.03,,27,0,-0.051,-1.057,-0.128,1.131,1.225,Hibernating,0.48,0.021,Borderline,1
15076,At Risk,United Kingdom,173,3,1447.74,482.58,145.0,68,349,0.456,-0.199,0.326,0.505,1.458,Hibernating,0.257,0.424,Settled,0
15077,At Risk,United Kingdom,495,2,2428.08,1214.04,,28,235,1.128,-0.555,0.699,1.153,1.65,Hibernating,0.411,0.219,Borderline,1
15078,Champions,United Kingdom,7,52,17751.88,341.38,13.9,117,728,-1.521,3.0,2.138,1.702,3.728,At Risk,0.313,0.476,Settled,0
15079,At Risk,United Kingdom,213,11,3767.35,342.49,42.0,119,519,0.589,1.161,1.017,1.067,1.795,Champions,0.373,0.357,Settled,0
15080,Hibernating,United Kingdom,428,2,546.25,273.12,,31,74,1.035,-0.555,-0.378,0.628,1.338,At Risk,0.319,0.407,Settled,0
15081,Champions,United Kingdom,22,12,1965.72,163.81,46.0,75,513,-0.843,1.26,0.547,0.904,1.573,At Risk,0.365,0.247,Borderline,1
15082,Hibernating,United Kingdom,669,1,93.35,93.35,,6,0,1.321,-1.057,-1.649,0.89,2.65,At Risk,0.252,0.605,Core,0
15083,Hibernating,United Kingdom,257,1,88.2,88.2,,5,0,0.709,-1.057,-1.69,0.828,2.282,New Customers,0.266,0.559,Core,0
15084,Hibernating,United Kingdom,380,2,965.2,482.6,,31,266,0.959,-0.555,0.033,0.988,1.095,At Risk,0.474,0.108,Borderline,1
15085,Hibernating,United Kingdom,730,1,347.54,347.54,,9,0,1.377,-1.057,-0.704,0.572,2.021,At Risk,0.221,0.597,Core,0
15086,Hibernating,United Kingdom,565,2,218.53,109.26,,10,60,1.213,-0.555,-1.039,0.475,1.887,At Risk,0.201,0.582,Core,0
15087,Hibernating,United Kingdom,282,1,306.94,306.94,,15,0,0.768,-1.057,-0.794,0.249,1.861,At Risk,0.118,0.629,Core,0
15088,New Customers,United Kingdom,21,2,1160.07,580.04,,53,45,-0.871,-0.555,0.166,0.48,1.543,At Risk,0.237,0.429,Settled,0
15089,Champions,United Kingdom,10,6,2420.84,403.47,13.7,139,118,-1.316,0.494,0.697,1.249,1.307,New Customers,0.489,-0.012,Borderline,1
15090,Hibernating,United Kingdom,308,1,381.32,381.32,,23,0,0.825,-1.057,-0.638,0.334,1.775,At Risk,0.158,0.602,Core,0
15091,At Risk,United Kingdom,68,3,1046.61,348.87,303.5,55,607,-0.138,-0.199,0.091,0.797,0.829,New Customers,0.49,0.041,Borderline,1
